CAPITULO,COD_CID,DESCRICAO_CID,GRUPO
Capítulo I - Algumas doenças infecciosas e parasitárias,A438,Outras formas de nocardiose,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A439,Nocardiose năo especificada,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A44,Bartonelose,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A440,Bartonelose sistęmica,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A441,Bartonelose cutânea e cutâneo-mucosa,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A448,Outras formas de bartonelose,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A449,Bartonelose năo especificada,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A46,Erisipela,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A48,Doenças bactérianas năo classificadas em outra parte,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A480,Gangrena gasosa,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A481,Doença dos legionários,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A482,Doença dos legionários năo-pneumônica [febre de Pontiac],Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A483,Síndrome do choque tóxico,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A484,Febre purpúrica do brasil,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A488,Outras doenças bacterianas especificadas,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A49,Infecçăo bacteriana de localizaçăo năo especificada,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A490,Infecçăo estafilocócica de localizaçăo năo especificada,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A491,Infecçăo estreptocócica de localizaçăo năo especificada,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A492,Infecçăo por Haemophilus influenzae de localizaçăo năo especificada,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A493,Infecçăo por Mycoplasma de localizaçăo năo especificada,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A498,Outras infecçőes bacterianas de localizaçăo năo especificada,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A499,Infecçăo bacteriana năo especificada,Outras doenças bacterianas
Capítulo I - Algumas doenças infecciosas e parasitárias,A50,sífilis congęnita,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A500,Sífilis congęnita precoce sintomática,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A501,"Sífilis congęnita precoce, forma latente",Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A502,Sífilis congęnita precoce năo especificada,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A503,Oculopatia sifilítica congęnita tardia,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A504,Neurossífilis congęnita tardia [neurossífilis juvenil],Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A505,Outras formas tardias e sintomáticas da sífilis congęnita,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A506,Sífilis congęnita tardia latente,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A507,Sífilis congęnita tardia năo especificada,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A509,Sífilis congęnita năo especificada,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A51,sífilis precoce,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A510,Sífilis genital primária,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A511,Sífilis anal primária,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A512,Sífilis primária de outras localizaçőes,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A513,Sífilis secundária da pele e das mucosas,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A514,Outras formas de sífilis secundária,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A515,Sífilis precoce latente,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A519,Sífilis precoce năo especificada,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A52,sífilis tardia,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A520,Sífilis cardiovascular,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A521,Neurossífilis sintomática,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A522,Neurossífilis assintomática,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A523,Neurossífilis năo especificada,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A527,Outras formas de sífilis tardia sintomática,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A528,Sífilis tardia latente,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A529,Sífilis tardia năo especificada,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A53,Outras formas e as năo especificadas da sífilis,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A530,"Sífilis latente, năo especificada se recente ou tardia",Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A539,Sífilis năo especificada,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A54,Infecçăo gonocócica,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A540,"Infecçăo gonocócica do trato genitur. inferior, sem abscesso periuretral ou das glândulas acessórias",Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A541,"Infecçăo gonocócica do trato genitur. inferior, com abscesso periuretral ou das glândulas acessórias",Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A542,Pelviperitonite gonocócica e outras infecçőes geniturinárias gonocócicas,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A543,Infecçăo gonocócica do olho,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A544,Infecçăo gonocócica do sistema músculo-esquelético,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A545,Faringite gonocócica,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A546,Infecçăo gonocócica do ânus ou do reto,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A548,Outras infecçőes gonocócicas,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A549,Infecçăo gonocócica năo especificada,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A55,Linfogranuloma (venéreo) por clamídia,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A56,Outras infecçőes causadas por clamídias transmitidas por via sexual,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A560,Infecçőes por clamídias do trato geniturinário inferior,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A561,"Infecçăo por clamídias, pelviperitonial e de outros órgăos geniturinários",Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A562,"Infecçăo por clamídias do trato geniturinário, localizaçăo năo especificada",Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A563,Infecçăo do ânus e do reto por clamídias,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A564,Infecçăo da faringe por clamídias,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A568,"Infecçăo por clamídias transmitida por via sexual, de outras localizaçőes",Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A57,Cancro mole,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A58,Granuloma inguinal,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A59,Tricomoniase,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A590,Tricomoníase urogenital,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A598,Outras localizaçőes de tricomoníase,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A599,Tricomoníase năo especificada,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A60,Infecçőes anogenitais pelo vírus do herpes (herpes simples),Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A600,Infecçăo dos órgăos genitais e do trato geniturinário pelo vírus do herpes,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A601,Infecçăo da margem cutânea do ânus e do reto pelo vírus do herpes,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A609,Infecçăo anogenital năo especificada pelo vírus do herpes,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A63,Doenças de transmissăo predominantemente sexual năo classificadas em outra parte,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A630,Verrugas anogenitais (venéreas),Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A638,Outras doenças especificadas de transmissăo predominantemente sexual,Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A64,"Doenças sexualmente transmitidas, năo especificadas",Infecções de transmissão predominantemente sexual
Capítulo I - Algumas doenças infecciosas e parasitárias,A65,Sífilis năo-venérea,Outras doenças por espiroquetas
Capítulo I - Algumas doenças infecciosas e parasitárias,A66,Bouba,Outras doenças por espiroquetas
Capítulo I - Algumas doenças infecciosas e parasitárias,A660,Lesőes iniciais da bouba,Outras doenças por espiroquetas
Capítulo I - Algumas doenças infecciosas e parasitárias,A661,Papilomas múltiplos e bouba plantar úmida (cravo de bouba),Outras doenças por espiroquetas
Capítulo I - Algumas doenças infecciosas e parasitárias,A662,Outras lesőes cutâneas precoces da bouba,Outras doenças por espiroquetas
Capítulo I - Algumas doenças infecciosas e parasitárias,A663,Hiperceratose devida a bouba,Outras doenças por espiroquetas
Capítulo I - Algumas doenças infecciosas e parasitárias,A664,Gomas e úlceras devidas ŕ bouba,Outras doenças por espiroquetas
Capítulo I - Algumas doenças infecciosas e parasitárias,A665,Gangosa,Outras doenças por espiroquetas
